Fid,Drug_Name1,Reason1,Drug_Name2,Reason2,Rating,Reviews,Drugfollowers,Label
10.42.0.151-66.102.255.44-46535-443-6,Persol AC 2.5% Gel 30gm,Acne,Besquil 0.25mg Tablet 10'SBesquil 0.5mg Tablet 10'S,Anxiety,4,57,29,0
10.42.0.211-47.89.68.225-57550-443-6,Persol AC 5 Gel 30gm,Acne,Beta Anxit 20mg Tablet 10'S,Anxiety,4,1,53,0
10.42.0.42-106.39.169.66-50140-80-6,Persol Plus Gel 15gm,Acne,BIO Zolam 0.25mg Tablet 10'SBIO Zolam 0.5mg Tablet 10'S,Anxiety,10,9,29,0
172.217.10.46-10.42.0.151-443-54716-6,Pigmason Cream 20gm,Acne,Biopose 5mg Tablet 10'SBiopose Injection 2ml,Anxiety,10,102,3529,1
175.100.207.206-10.42.0.211-80-46327-6,Pimoff 1% Gel 20gm,Acne,Bliz 0.25mg Tablet 10'SBliz 0.5mg Tablet 10'S,Anxiety,9,39,7295,1
180.149.136.194-10.42.0.211-80-51675-6,Pimple Cure Cream 20gm,Acne,Buspin 10mg Tablet 10'SBuspin 5mg Tablet 10'S,Anxiety,8,5,29,0
192.229.173.173-10.42.0.151-80-56315-6,Pinoin 10mg Capsule 10'SPinoin 5mg Tablet 10'SPinoin 0.05% Cream 20gmPinoin 20mg Capsule 10'SPinoin 0.025% Cream 20gmPinoin 5mg Capsule 10'S,Acne,Buspirone 10mg Tablet 10'S,Anxiety,3,3,29,0
10.42.0.42-119.146.74.49-58773-443-6,Postac Cream 30gm,Acne,C PRAM S PLUS 0.25mg Tablet 10'S,Anxiety,4,18,1448,0
10.42.0.211-111.1.17.152-43471-8077-6,Purodil Tablet 30'SPurodil Gel 20gm,Acne,C PRAM S PLUS 0.5mg Tablet 10'S,Anxiety,10,5,29,1
169.55.67.229-10.42.0.211-443-48896-6,Refinity 70% Kit 1'S,Acne,Calmbeta 40mg Tablet 10'SCalmbeta 20mg Tablet 10'SCalmbeta 10mg Tablet 10'S,Anxiety,10,9,29,1
10.42.0.1-10.42.0.42-53-6852-17,Resoten 10mg Capsule 10'SResoten 20mg Capsule 10'S,Acne,Calmpax P Tablet 10'SCalmpax ES Tablet 10'SCalmpax PM Tablet 10'S,Anxiety,8,25,35,1
169.47.42.243-10.42.0.211-443-33739-6,Retik Cream 30gm,Acne,Calmpose 2mg Suspension 60mlCalmpose Injection 2mlCalmpose 5mg Tablet 10'SCalmpose 10mg Tablet 10'SCalmpose Syrup 60mlCalmpose Injection 3ml,Anxiety,1,9,29,1
10.42.0.211-52.84.37.172-34032-443-6,Retino A Micro 0.04% Gel 15gmRetino A Micro Cream 15gm,Acne,Calmstay 0.5mg Tablet 10'SCalmstay 0.25mg Tablet 10'S,Anxiety,3,145,329,1
219.142.78.162-10.42.0.211-80-57093-6,Retino A 0.025% Cream 20gmRetino A 0.05% Cream 20gm,Acne,Camdem 5mg Tablet 10'SCamdem 10mg Tablet 10'S,Anxiety,1,28,29,0
220.170.182.31-10.42.0.151-443-58199-6,Retino A Micro 0.1% Gel 15gm,Acne,Campin 5mg Tablet 10'S,Anxiety,9,28,31,1
157.240.18.19-10.42.0.151-443-35523-6,Retino AC Gel 15gm,Acne,Cardilax 20mg Tablet 10'S,Anxiety,10,37,29,0
10.42.0.211-65.55.118.92-50899-80-6,Retiso 10mg Capsule 10'SRetiso 20mg Capsule 10'S,Acne,CARDIMOL CPH Tablet 10'SCardimol CP Tablet 10'S,Anxiety,8,4,922,0
10.42.0.211-23.101.116.26-34327-443-6,Revize 0.02% Creams 20gmRevize Cream 15gm,Acne,Cebrum 25mg Tablet 10'SCebrum 10mg Tablet 10'SCebrum 5mg Tablet 10'S,Anxiety,10,19,29,0
10.42.0.211-10.42.0.1-16371-53-17,Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,Acne,Censpram Lite Tablet 10'SCenspram Plus Tablet 10'S,Anxiety,10,19,448,1
169.47.5.248-10.42.0.211-443-47689-6,Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,Acne,Cergo MD 0.5mg Tablet 10'S,Anxiety,9,45,34,0
10.42.0.151-10.42.0.1-62065-53-17,Salalin Lotion 15ml,Acne,Chlortrip Tablet 10'S,Anxiety,3,0,29,1
216.58.219.225-10.42.0.42-443-58078-6,Saliac Bar 75gm,Acne,Chlotrip Tablet 10'S,Anxiety,6,8,585,0
172.217.12.195-10.42.0.211-443-56220-6,Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,Acne,Cibis Tablet 10'S,Anxiety,7,126,9329,1
10.42.0.211-10.42.0.1-60296-53-17,Salisia KT Soap 75gmSALISIA 30gm Tablet 15's,Acne,Cita S Forte Tablet 10'S,Anxiety,10,29,37,0
203.205.158.63-10.42.0.42-80-48934-6,Salix 12 Cream 40gm,Acne,Citalin Forte Tablet 10'S,Anxiety,8,4,39,1
10.42.0.151-61.180.227.171-51339-80-6,Saslic Capsule 10'S,Acne,Citara 10mg Tablet 10'S,Anxiety,8,26,29,1
169.47.5.250-10.42.0.211-443-50765-6,Screene Ultra Lotion 100ml,Acne,Citawok Forte Tablet 10'S,Anxiety,10,35,429,0
10.42.0.211-114.134.80.163-49269-80-6,Sebonac 1% Gel(Topical) 15gm,Acne,Cleps 0.5mg Tablet 10'S,Anxiety,10,8,476,1
10.42.0.211-52.52.149.36-55993-443-6,Senseal KF Gel 100gm,Acne,Clez 0.5mg Tablet 10'S,Anxiety,9,10,29,0
10.42.0.211-10.42.0.1-18645-53-17,Shadowz Gel 100ml,Acne,CLH MD 0.5mg Tablet 10'S,Anxiety,8,31,29,0
10.42.0.211-121.12.98.62-55466-80-6,Shaloxy FW 2% Solution 50ml,Acne,Cloba 10mg Tablet 15'SCloba 10mg Tablet 10'SCloba 20mg Tablet 10'SCloba MT 5mg Tablet 10'SCloba 5mg Tablet 15'SCloba 5mg Tablet 10'SCLOBA Suspension 120ml,Anxiety,1,90,514,1
10.42.0.211-10.42.0.1-13741-53-17,Skin Fair Cream 15gm,Acne,Cloba MT 10mg Tablet 10'S,Anxiety,10,14,816,1
172.217.3.100-10.42.0.42-443-49612-6,Skinbless Cream 20gm,Acne,Clobakem 10mg Tablet 10'SClobakem 5mg Tablet 10'S,Anxiety,10,11,986,0
172.217.10.138-10.42.0.42-443-39193-6,Skinelle Capsule 20'S,Acne,Clobanil 10mg Tablet 10'SClobanil 5mg Tablet 10'S,Anxiety,1,10,29,1
10.42.0.211-10.42.0.1-35542-53-17,Skinlite Ever Nano Gel 20gm,Acne,Clobator 5mg Tablet 10'SClobator 10mg Tablet 10'SClobator 20mg Tablet 10'S,Anxiety,9,94,365,0
172.217.11.3-10.42.0.151-443-41333-6,Skinshine Soap 75gm,Acne,Clobium 5mg Tablet 10'SClobium 10mg Tablet 10'SClobium Syrup 60ml,Anxiety,6,26,2291,1
10.42.0.211-104.193.88.109-57242-80-6,SLC 2% Facewash 50gm,Acne,Clogaba 5mg Tablet 10'SClogaba 10mg Tablet 10'S,Anxiety,10,2,883,0
10.42.0.151-125.88.193.226-45352-80-6,Soapex Classic Soap 75gm,Acne,Clonafit Beta Tablet 10'SClonafit MD 0.50mg Tablet 10'SClonafit Plus Tablet 10'SClonafit MD 0.25mg Tablet 10'S,Anxiety,10,12,27,1
10.42.0.211-121.12.98.63-47447-80-6,Sotret 10mg Capsule 10'SSotret Gel 30gmSotret 40mg Capsule 10'SSotret 20mg Capsule 10'SSotret 30mg Capsule 10'SSotret Soap 75gmSotret 5mg Capsule 10'SSotret 0.05% Gel 15gm,Acne,Clonam 1mg Tablet 10'SClonam IR 0.25mg Tablet 10'SClonam IR 2mg Tablet 10'SClonam 0.5mg Tablet 10'SClonam 2mg Tablet 10'SClonam 0.25mg Tablet 10'SClonam IR 1mg Tablet 10'SClonam IR 0.5mg Tablet 10'S,Anxiety,10,9,29,0
172.217.3.106-10.42.0.211-443-55053-6,Spectraban Lotion 100mlSpectraban Lotion 60ml,Acne,Clonapax 0.5mg Tablet 10'SClonapax 2mg Tablet 10'SClonapax 1mg Tablet 10'S,Anxiety,1,25,29,0
182.22.67.86-10.42.0.151-443-44750-6,Sucral MU Ointment 5gm,Acne,Clonapax MD 0.25mg Tablet 10'SClonapax MD 0.5mg Tablet 10'S,Anxiety,10,25,55,0
10.42.0.211-104.88.106.16-45564-80-6,Suncros Gel 50gm,Acne,Clonapik 2mg Tablet 10'S,Anxiety,2,14,118,0
10.42.0.211-10.42.0.1-30870-53-17,Sunprotect 50mg Lotion 60ml,Acne,Clonar 0.5mg Tablet 10'S,Anxiety,10,49,187,0
172.217.12.195-10.42.0.151-80-57968-6,Sunstop 30 Cream 50gm,Acne,Clonax 0.5mg Tablet 10'SClonax 2mg Tablet 10'SClonax 0.25mg Tablet 10'SClonax 1mg Tablet 10'S,Anxiety,2,1,29,1
172.217.3.106-10.42.0.211-443-51428-6,Supatret 0.04% Aqueous Gel 20gmSupatret 0.10% Gel 20gm,Acne,Clonaxyl MD 0.25mg Tablet 10'SClonaxyl Plus Tablet 10'SClonaxyl 0.5mg Tablet 10'SClonaxyl 2mg Tablet 10'S,Anxiety,2,0,9429,1
10.42.0.151-52.84.28.215-44886-443-6,Supatret C M Gel 15gmSupatret C Aqueous Gel 15gm,Acne,Clone 2mg Tablet 10'SClone 1mg Tablet 10'S,Anxiety,10,3,29,0
10.42.0.211-69.147.82.60-35889-443-6,Super Glow Cream 15gm,Acne,Clonex 0.5mg Tablet 10'SClonex 0.25mg Tablet 10'S,Anxiety,4,68,855,0
183.79.248.124-10.42.0.151-80-49118-6,Sysret 20mg Capsule 10'S,Acne,Clono MD 0.25mg Tablet 10'S,Anxiety,10,11,851,0
10.42.0.151-31.13.65.36-55771-443-6,T M 250mg Capsule 4'S,Acne,Clonopam MD 0.5mg Tablet 10'SClonopam 0.5mg Tablet 10'SClonopam MD 0.25mg Tablet 10'S,Anxiety,8,98,563,1
10.42.0.211-52.84.6.107-50536-443-6,Tabtret 5mg Tablet 10'STabtret 10mg Tablet 10'S,Acne,Clonotril 0.25mg Tablet 10'S,Anxiety,8,34,421,1
192.229.173.173-10.42.0.211-443-45039-6,Tarsalic Oinment 20gmTarsalic Lotion 60ml,Acne,Clonotril Plus Tablet 10'SClonotril 0.5mg Tablet 15'SClonotril 2mg Tablet 10'SClonotril 0.25mg Tablet 15'SClonotril 1mg Tablet 10'SClonotril 0.5mg Tablet 10'SClonotril 2mg Tablet 15'S,Anxiety,5,2,773,1
183.79.250.123-10.42.0.211-443-33985-6,Tazotene 0.10% Gel 15gmTazotene 0.05% Gel 15gm,Acne,Clonzecad MD 0.25mg Tablet 10'SClonzecad MD 0.5mg Tablet 10'S,Anxiety,1,34,31,1
10.42.0.42-23.194.180.131-56261-443-6,Tazret Gel(Topical) 20gmTazret Gel 15gm,Acne,Clopam 2mg Tablet 10'SClopam 0.5mg Tablet 10'SClopam 1mg Tablet 10'S,Anxiety,8,30,5229,1
10.42.0.42-69.147.82.61-33347-443-6,Tazret Forte Cream 20gmTazret Forte Cream 15gm,Acne,Closed Plus Tablet 10'S,Anxiety,1,1,31,0
180.149.136.247-10.42.0.42-80-49131-6,Terramycin 30mg Injection 30mlTerramycin 50mg Injection 10mlTerramycin 10mg Eye Ointment 3GmTerramycin Injection 10ml,Acne,Clotas EH Tablet 10'SClotas Plus Tablet 10'SClotas Plus H Tablet 10'SClotas Plus HD Tablet 10'S,Anxiety,8,9,34,1
202.77.129.150-10.42.0.151-80-51631-6,Terramycin S F 500mg Capsule 8'S,Acne,Cloxide 25mg Tablet 10'SCloxide 10mg Tablet 10'S,Anxiety,10,15,242,0
10.42.0.211-118.123.114.134-54622-80-6,Tetilin 20mg Capsule 10'STetilin 10mg Capsule 10'S,Acne,Clozam 10mg Tablet 10'SClozam 20mg Tablet 10'SClozam 5mg Tablet 10'S,Anxiety,10,14,29,0
203.205.128.137-10.42.0.151-80-47809-6,Ticin Cream 20gm,Acne,Cloze 1mg Tablet 10'SCloze 0.5mg Tablet 10'SCloze 2mg Tablet 10'S,Anxiety,10,3,37,0
10.42.0.42-37.1.203.158-47752-443-6,Ticin Plus Gel 20gm,Acne,Cloze MD 0.5mg Tablet 10'SCloze MD 0.25mg Tablet 10'S,Anxiety,9,5,55,1
10.42.0.211-23.203.49.224-39848-443-6,Tigilyn 50mg Injection 1'S,Acne,Clozep 1mg Tablet 10'SClozep DT 0.25mg Tablet 10'SClozep 0.5mg Tablet 10'SClozep 2mg Tablet 10'S,Anxiety,9,54,41,0
203.205.158.61-10.42.0.42-80-46665-6,Tivenca Gel 50gm,Acne,Clozepam MD 0.25mg Tablet 10'SClozepam 1mg Tablet 10'SClozepam MD 0.5mg Tablet 10'S,Anxiety,6,26,29,1
10.42.0.211-23.206.125.17-34852-80-6,Tocoderm Cream 15gm,Acne,Clozop 5mg Tablet 10'SClozop 10mg Tablet 10'S,Anxiety,9,14,29,0
174.35.73.174-10.42.0.211-80-59282-6,Trebor 0.05% Cream 20gmTrebor Cream 20gm,Acne,CNZ 0.5mg Tablet 10'S,Anxiety,8,38,517,1
172.217.5.227-10.42.0.211-80-49955-6,Tretimax 20mg Tablet 10'S,Acne,Coliwin Tablet 10'S,Anxiety,1,16,461,0
10.42.0.211-106.39.162.36-47299-80-6,Tretin 0.05% Cream 30gmTretin 0.025% Cream 30gm,Acne,Coliwin R Capsule 10,Anxiety,10,58,29,1
10.42.0.211-52.2.11.128-47674-443-6,Tretin Iso 20mg Capsule 10'STretin Iso 10mg Capsule 10'S,Acne,Colopax 0.5mg Tablet 10'S,Anxiety,10,28,31,1
10.42.0.211-52.84.37.117-57310-443-6,Tretiva 25mg Capsule 10'STretiva 5mg Capsule 10'STretiva 10mg Capsule 10'STretiva 40mg Capsule 10'STretiva 30mg Capsule 10'STretiva 20mg Capsule 10'S,Acne,Czpam 1mg Tablet 10'SCzpam 0.25mg Tablet 10'SCzpam 0.5mg Tablet 10'S,Anxiety,7,54,29,0
172.217.11.10-10.42.0.151-443-34852-6,Triclin Cream 15gm,Acne,D D Lam 0.5mg Tablet 10'SD D Lam 1mg Tablet 10'SD D Lam 0.25mg Tablet 10'S,Anxiety,1,42,656,1
172.217.10.10-10.42.0.42-443-39780-6,TRI Luma Cream 15gm,Acne,Dazolam P Tablet 10'SDazolam 0.5mg Tablet 10'SDazolam S Tablet 10'SDazolam 0.25mg Tablet 10'SDazolam F Tablet 10'S,Anxiety,7,1,29,0
10.42.0.1-10.42.0.42-53-65507-17,Trioclin Gel 15gm,Acne,Delto 0.5mg Tablet 10'SDelto 0.25mg Tablet 10'S,Anxiety,10,5,29,0
172.217.6.234-10.42.0.211-443-40373-6,Tronin 0.05% Cream 20gm,Acne,Depik Plus Tablet 10'S,Anxiety,6,4,1368,1
10.42.0.211-10.42.0.1-39146-53-17,Tronin MS Gel 20gm,Acne,Deplam F 0.25mg Tablet 10'SDeplam 0.25mg Tablet 10'S,Anxiety,10,5,14629,1
172.217.12.174-10.42.0.151-443-52448-17,Trunex Gel 15gm,Acne,Depran Forte Tablet 10'SDepran L Tablet 10'SDepran 10/0.5mg Tablet 15'SDepran H Tablet 10'SDepran 10mg Tablet 10'SDepran 5/0.5mg Tablet 15'SDepran 5mg Tablet 10'S,Anxiety,10,31,29,0
203.205.158.62-10.42.0.151-80-52949-6,Trunex MS Aqueous Gel 15gm,Acne,Depran Forte 0.5/20mg Tablet 15'S,Anxiety,9,1,14629,1
203.130.53.126-10.42.0.211-80-38978-6,Tufacne 10mg Capsule 10'STufacne 20mg Capsule 10'S,Acne,Depran H 0.25/10mg Tablet 15'S,Anxiety,6,9,55,0
10.42.0.211-10.42.0.1-24458-53-17,Tyret O 10Mg Capsule 10's,Acne,Depran L 5/0.25mg Tablet 15'S,Anxiety,8,23,247,1
180.149.134.221-10.42.0.211-80-45536-6,U B Fair Cream 30gm,Acne,Depranil Plus Tablet 10'S,Anxiety,9,29,446,0
216.58.219.227-10.42.0.42-443-35266-6,U.V. Derm Lotion 100ml,Acne,Depsol Plus Tablet 10'SDepsol Forte Tablet 10'S,Anxiety,2,9,38,1
172.217.12.205-10.42.0.151-443-33006-6,Ultrabrite Cream 25gmUltrabrite Ointment 15gm,Acne,Depsonil DZ Tablet 10'S,Anxiety,10,3,29,0
172.217.10.14-10.42.0.151-443-57703-6,Usit Gel 30gm,Acne,Depsonil DZ Forte Tablet 10'S,Anxiety,9,5,29,0
10.42.0.211-116.211.111.239-47192-80-6,Uvab SF Cream 30gm,Acne,Desilam Plus Tablet 10'S,Anxiety,10,3,55,0
10.42.0.211-106.11.95.2-60646-443-6,Varenya Cream 30gm,Acne,Diacalm 5mg Tablet 10'S,Anxiety,7,2,29,0
169.47.40.146-10.42.0.151-5222-50195-6,Vedasol 20% Gel 30gmVedasol 30% Gel 60gmVedasol 20% Gel 60gm,Acne,Diazepam (Zydus Cadila) 5mg Tablet 10'S,Anxiety,10,32,29,0
192.229.173.173-10.42.0.42-80-41642-6,Vedasol SM Gel 30gmVedasol SM Gel 60gm,Acne,Diazepam(Neon) 5mg Injection 2ml,Anxiety,7,131,29,1
10.42.0.1-10.42.0.42-53-33235-17,Whitfield SF 3% Ointment 30gm,Acne,Diazewok 5mg Tablet 10'S,Anxiety,10,23,29,1
10.42.0.211-10.42.0.1-12336-53-17,Xtralite Cream 15gm,Acne,Dipax 5mg Tablet 10'SDipax 10mg Tablet 10'S,Anxiety,10,25,29,0
192.229.173.173-10.42.0.42-443-36968-6,Xyloxide 2.5% Ointment 15gmXyloxide 5% Ointment 15gm,Acne,Diprop Tablet 10'S,Anxiety,10,47,1448,0
203.205.158.55-10.42.0.211-80-51543-6,Yugard Cream 30gm,Acne,Direc 2mg Solution 25ml,Anxiety,1,12,517,0
10.42.0.211-10.42.0.1-60792-53-17,Zathrin 0.1/1% Gel 15gm,Acne,Dizep 5mg Tablet 10'SDizep Injection 2mlDizep 10mg Injection 2mlDizep P 5ml Injection 2ml,Anxiety,8,15,29,1
172.217.3.98-10.42.0.211-443-54375-6,Zebor Cream 15gm,Acne,Dizepax Tablet 10'SDizepax M Tablet 10'S,Anxiety,3,6,29,1
10.42.0.211-52.26.183.201-37036-443-6,Zerocary 0.30% Oral Solution 100ml,Acne,DIZERAL AZ Tablet 10's,Anxiety,4,31,4297,1
140.205.34.4-10.42.0.211-443-56429-6,Zinderm Bpo Gel Gel(Topical) 15gm,Acne,Dreamer 0.5mg Tablet 10'SDreamer 0.25mg Tablet 10'S,Anxiety,5,2,29,1
10.42.0.211-64.71.142.124-54519-443-6,Zinderm Iso 10mg Capsule 10'SZinderm Iso 20mg Capsule 10'S,Acne,Dulozep 2mg Tablet 10'SDulozep 1mg Tablet 10'S,Anxiety,7,2,29,1
180.149.138.210-10.42.0.42-80-43662-6,ZIT 20mg Capsule 10'sZIT 10mg Capsule 10's,Acne,DURAM C Tablet 10'S,Anxiety,7,19,29,0
172.217.6.238-10.42.0.42-443-49649-6,Zitblow 20mg Capsule 10'SZitblow 10mg Capsule 10'S,Acne,DVN Ibs Tablet 10'S,Anxiety,9,37,23,1
10.42.0.211-10.42.0.1-56114-53-17,Zitclin Foam Wash Gel 100ml,Acne,Ebrium 25mg Tablet 10'SEbrium 10mg Tablet 10'S,Anxiety,3,24,29,0
10.42.0.211-10.42.0.1-63393-53-17,Zyclin Nano Gel 15gm,Acne,Ecit Plus Tablet 10'S,Anxiety,9,78,33,0
10.42.0.211-23.203.49.224-57143-443-6,Addnok Tablet 20'S,Adhd,Ecitalop C Tablet 10'S,Anxiety,2,113,779,0
10.42.0.211-10.42.0.1-28681-53-17,Armod 150mg Tablet 10'SArmod 50mg Tablet 10'S,Adhd,Elcion CR 10mg Capsule 10'S,Anxiety,10,94,29,1
10.42.0.211-10.42.0.1-3454-53-17,Atokem 25mg Tablet 10'SAtokem 10mg Tablet 10'SAtokem 18mg Tablet 10'S,Adhd,Eldep Plus Tablet 10'SEldep M Tablet 10'S,Anxiety,2,5,345,0
172.217.10.42-10.42.0.151-443-45640-6,Atrest 12.5mg Tablet 10'SAtrest 25mg Tablet 10'S,Adhd,Eldezolam 0.5mg Tablet 10'SEldezolam 0.25mg Tablet 10'S,Anxiety,9,38,711,1
192.229.163.180-10.42.0.42-443-47565-6,Attentin 10mg Capsule 10'SAttentin 18mg Capsule 10'SAttentin 25mg Capsule 10'S,Adhd,Elpram C 10/0.5mg Tablet 10'S,Anxiety,5,1,43,0
180.149.153.234-10.42.0.211-80-52398-6,Attentrol 10mg Capsule 10'SAttentrol 25mg Capsule 10'SAttentrol 40 mg Capsule 10'SAttentrol 18mg Capsule 10'S,Adhd,ELUGA PLUS Tablet 10's,Anxiety,10,19,616,1
10.42.0.151-10.42.0.1-51021-53-17,Attera 10mg Tablet 10'SAttera 18mg Tablet 10'SAttera 40mg Tablet 10'SAttera 25mg Tablet 10'S,Adhd,Emcloz 0.5mg Tablet 10'SEmcloz 0.25mg Tablet 10'S,Anxiety,8,18,324,0
10.42.0.211-10.42.0.1-37669-53-17,Axepta 18mg Tablet 10'SAxepta 60mg Tablet 10'SAxepta 40mg Tablet 10'SAxepta 25mg Tablet 10'SAxepta 10mg Tablet 10'S,Adhd,Eminaz 2mg Tablet 10'SEminaz MD 0.5mg Tablet 10'S,Anxiety,4,77,29,1
10.42.0.211-123.125.29.138-59845-443-6,Capnea Injection 1ml,Adhd,Enzycare LC Tablet 10'SEnzycare Plus 10mg Tablet 10'S,Anxiety,10,2,29,1
10.42.0.151-10.42.0.1-60223-53-17,Modafil MD 100mg Tablet 10'SModafil MD 200mg Tablet 10'S,Adhd,Epcon 2mg Tablet 10'SEpcon 0.25mg Tablet 10'SEpcon 1mg Tablet 10'SEpcon 0.5mg Tablet 10'S,Anxiety,9,18,461,0
208.80.154.224-10.42.0.211-443-54903-6,Modalert 200mg Tablet 10'SModalert 100mg Tablet 10'S,Adhd,Epilong MD 0.5mg Tablet 10'S,Anxiety,7,17,29,1
10.42.0.211-23.21.95.195-34631-443-6,Modapro 100mg Tablet 10'SModapro 200mg Tablet 10'S,Adhd,Epitril 0.5mg Tablet 10'SEpitril MD 0.5mg Tablet 10'SEpitril 1mg Tablet 10'SEpitril 2mg Tablet 10'SEpitril 0.25mg Tablet 10'SEpitril MD 0.25mg Tablet 10'SEpitril 3mg Tablet 10'S,Anxiety,1,3,29,0
203.205.158.62-10.42.0.42-80-52239-6,Modatec 100mg Tablet 10'SModatec 200mg Tablet 10'S,Adhd,Epitril MD 1mg Tablet 10'S,Anxiety,7,67,29,0
172.217.11.1-10.42.0.211-443-43773-6,Provake 100mg Tablet 10'SProvake 200mg Tablet 10'S,Adhd,Epizam 0.25mg Tablet 10'S,Anxiety,10,6,29,1
172.217.9.238-10.42.0.42-443-42151-6,Tomoxetin 18mg Capsule 10'S,Adhd,Epizam MD 2mg Tablet 10'S,Anxiety,8,38,346,1
10.42.0.151-52.94.232.33-50931-443-6,Vitibex Lip Gel 20gm,Adhd,Equilibrium 10mg Tablet 10'S,Anxiety,10,26,47,0
206.126.112.141-10.42.0.42-443-53525-6,Waklert 150mg Tablet 5'SWaklert 150mg Tablet 10'SWaklert 250mg Tablet 5'SWaklert 50mg Tablet 10'SWaklert 100mg Tablet 10,Adhd,Equirex Tablet 10'S,Anxiety,8,39,29,1
10.42.0.42-115.239.210.141-47686-80-6,1 AL Plus Capsule 10'S1 AL 10mg Tablet 15'S1 AL 5mg Tablet 10'S1 AL Max Tablet 10'S1 AL Syrup 30ml,Allergies,Escam Plus Tablet 10'S,Anxiety,8,33,34,0
10.42.0.211-74.125.22.154-53744-443-6,1 AL M 10/5mg Tablet 10'S,Allergies,Escitalent LS Tablet 10'S,Anxiety,1,50,517,1
180.149.136.194-10.42.0.42-443-49494-6,ABICET M Tablet 10's,Allergies,Escitalent Plus 10mg Tablet 10'S,Anxiety,10,31,29,0
162.208.22.39-10.42.0.211-443-45087-6,Acolate M Kid Syrup 60ml,Allergies,Escitapax Plus Tablet 10'S,Anxiety,10,2,29,1
172.217.12.206-10.42.0.211-80-58378-6,Adril Lotion 100ml,Allergies,Escitlocad Plus 10/0.5mg Tablet 10'SEscitlocad Plus 10/0.25mg Tablet 10'SEscitlocad Plus 5/0.5mg Tablet 10'S,Anxiety,9,2,29,0
172.217.10.106-10.42.0.211-443-59705-6,Afineday Tablet 10'S,Allergies,Escitlocad LS Tablet 10'S,Anxiety,7,69,517,0
151.101.20.166-10.42.0.151-443-58979-6,AIR 180mg Tablet 10'sAIR 120mg Tablet 10's,Allergies,Esclo Plus Tablet 10'SEsclo Forte Tablet 10'S,Anxiety,4,100,763,0
172.217.10.234-10.42.0.151-443-42206-6,Airitis 5mg Tablet 10'SAiritis Syrup 30ml,Allergies,Esfany CZ Tablet 10'S,Anxiety,3,15,31,0
10.42.0.151-10.42.0.1-17449-53-17,Airkast L Tablet 10'S,Allergies,Esitac Tablet 10'S,Anxiety,9,5,34,0
216.58.219.194-10.42.0.211-443-48897-6,Airlung Tablet 10'S,Allergies,Esitor Forte Tablet 10'S,Anxiety,10,81,29,1
10.42.0.151-104.244.42.2-33835-443-6,Airlung FX 10/120mg Tablet 10'S,Allergies,Esna 5mg Tablet 10'S,Anxiety,7,38,29,1
10.42.0.211-121.12.98.64-51578-80-6,Airtek 10/5mg Tablet 10'S,Allergies,ESO K Plus 5mg Tablet 10'SESO K Plus 10mg Tablet 10'S,Anxiety,10,35,29,0
10.42.0.211-10.42.0.1-35433-53-17,Akair LC 10/5mg Tablet 10'S,Allergies,Esopam Z Tablet 10'S,Anxiety,9,62,242,0
10.42.0.211-47.93.77.90-50695-80-6,Akuminic Syrup 60ml,Allergies,Espazine Plus Tablet 10'S,Anxiety,3,7,34,0
172.217.10.110-10.42.0.211-443-39247-6,Alaspan 10mg Tablet 10'S,Allergies,Esredep Forte Tablet 10'S,Anxiety,6,0,42,1
10.42.0.151-108.174.10.10-56871-80-6,Alaspan AM Tablet 10'S,Allergies,Esredep Plus Tablet 10'S,Anxiety,6,16,29,1
10.42.0.151-10.42.0.1-11431-53-17,Alaspan Oral Solution 60ml,Allergies,Esta Plus Tablet 10'S,Anxiety,8,13,279,1
10.42.0.42-85.93.5.109-59593-80-6,Alastin 10mg Tablet 10'S,Allergies,Estajoy Plus Tablet 10'S,Anxiety,8,9,832,1
222.73.28.96-10.42.0.211-80-36869-6,Alcarex Eye Drops,Allergies,Estalo 10mg Tablet 10'S,Anxiety,10,70,517,1
10.42.0.211-106.11.30.199-37183-80-6,Alcet 5mg Tablet 10'S,Allergies,Estomine Zee Tablet 10'SEstomine SF Tablet 10'S,Anxiety,10,11,29,0
205.185.216.42-10.42.0.151-80-53356-6,Alcon Plus Tablet 10'S,Allergies,Etilaam Pro 20mg Tablet 10'S,Anxiety,4,6,748,1
180.163.251.231-10.42.0.42-80-52078-6,Alday Duo 4/2.5mg Syrup 60ml,Allergies,Etilaam S Tablet 10'S,Anxiety,3,6,37,0
10.42.0.42-106.11.94.6-51069-443-6,ALDEX SR 6mg Tablet 10's,Allergies,Etilite 1mg Tablet 10'S,Anxiety,10,19,29,0
10.42.0.211-104.254.66.16-49779-80-6,Aldine 5mg Tablet 10'S,Allergies,Etizola Beta 0.5mg Tablet 10'SEtizola Beta 0.25mg Tablet 10'S,Anxiety,8,19,9299,0
172.217.12.163-10.42.0.211-443-42349-6,Alecloz 180mg Tablet 10'SAlecloz 120mg Tablet 10'S,Allergies,Eurelax 0.25mg Tablet 10'S,Anxiety,10,2,357,1
